"","Name","UWIN.Code","Start.Date","End.Date","Num.Days","Notes","states_abbrev","mean_income","mean_age","mean_percent_white","mean_pop_density","mean_housing_density","mean_daily_visits","median_daily_visits","mean_weekday_visits","mean_weekend_visits","restaurant_count","total_road_length","road_density","road_area","distance_to_road","imp_surf","ndvi","elev","nightlight_avg","nldc_landcover","bio_1","bio_12","human_mod","NatWalkInd","Ac_Total","Ac_Land","Ac_Water","Workers","dist2nearest_camera","buffer_size","X","BURDEN_RESCALED_AV_PCT","BURDEN_RESCALED_MAX_PCT","MAX_POLL_RAW","MEAN_POLL_RAW","OGBURDEN_AV","OGBURDEN_MAX","geometry"
"11","Andrews Home",NA,"01/25/2023","02/11/2023",17,"","CA",153437.5,43.6,64.9420194709364,5041.11690605293,2221.72264708614,9038.16666666667,8973.5,9255.69230769231,8472.6,1,495.50874961728,0.015779742557775,31401.5737457727,65.3584502021582,60.8378378378378,0.135294669243539,87.4635857870412,3.22915944210997,"Urban and Built-up",14.1999998092651,107.55,0.920411318540573,14.1666666666667,64.7033821,64.7033821,0,690,409.360657627075,100,5,54.47154472,36.58536585,35.33385722,32.95785471,37.39837398,26.01626016,c(-122.221358, 37.808965)
"12","Bataclan Home",NA,"01/24/2023","02/11/2023",18,"Therese Home","CA",87436,42.2,56.5209446754348,7104.72845681657,4641.6812030185,47398.4736842105,48167,49770.2142857143,40757.6,14,866.759809182644,0.0276024321646834,31401.5737457962,76.592397446547,82.46875,0.0685336016678126,27.8181931631906,3.93392772869991,"Urban and Built-up",14.25,109,0.941426664590836,17.3333333333333,46.7960451,46.7960451,0,401,604.576371297946,100,6,72.35772358,74.79674797,54.72614651,41.42096796,68.29268293,71.54471545,c(-122.257263, 37.828543)
"13","Bataclan Home",NA,"01/24/2023","02/11/2023",18,"Therese Home","CA",87436,42.2,56.5209446754348,7104.72845681657,4641.6812030185,47398.4736842105,48167,49770.2142857143,40757.6,14,866.759809182644,0.0276024321646834,31401.5737457962,76.592397446547,82.46875,0.0685336016678126,27.8181931631906,3.93392772869991,"Urban and Built-up",14.25,109,0.941426664590836,18,35.8040487,35.8040487,0,482,604.576371297946,100,6,72.35772358,74.79674797,54.72614651,41.42096796,68.29268293,71.54471545,c(-122.257263, 37.828543)
"14","Bataclan Home",NA,"01/24/2023","02/11/2023",18,"Therese Home","CA",87436,42.2,56.5209446754348,7104.72845681657,4641.6812030185,47398.4736842105,48167,49770.2142857143,40757.6,14,866.759809182644,0.0276024321646834,31401.5737457962,76.592397446547,82.46875,0.0685336016678126,27.8181931631906,3.93392772869991,"Urban and Built-up",14.25,109,0.941426664590836,17,65.4874304,65.4874304,0,1163,604.576371297946,100,6,72.35772358,74.79674797,54.72614651,41.42096796,68.29268293,71.54471545,c(-122.257263, 37.828543)
"15","Bataclan Home",NA,"01/24/2023","02/11/2023",18,"Therese Home","CA",87436,42.2,56.5209446754348,7104.72845681657,4641.6812030185,47398.4736842105,48167,49770.2142857143,40757.6,14,866.759809182644,0.0276024321646834,31401.5737457962,76.592397446547,82.46875,0.0685336016678126,27.8181931631906,3.93392772869991,"Urban and Built-up",14.25,109,0.941426664590836,17.6666666666667,20.4638336,20.4638336,0,553,604.576371297946,100,6,72.35772358,74.79674797,54.72614651,41.42096796,68.29268293,71.54471545,c(-122.257263, 37.828543)
"16","Bates-Luterman Home",NA,"11/28/2023","12/05/2023",7,"","CA",51029,33.4,8.27842368947296,9306.82631730022,2520.49046695842,15974,15117,15410.8333333333,17663.5,1,616.965919119588,0.0196476114259295,31401.5737457715,93.6707809898696,69.6216216216216,0.10836408275559,42.3601188659668,3.25362336330751,"Urban and Built-up",14.25,101.7,0.938226342201233,12.1666666666667,54.9767848,54.9767848,0,898,1140.39920502624,100,7,47.15447154,66.66666667,47.93724469,39.66939932,64.22764228,59.3495935,c(-122.2123669, 37.7824258)
"17","Bates-Luterman Home",NA,"11/28/2023","12/05/2023",7,"","CA",51029,33.4,8.27842368947296,9306.82631730022,2520.49046695842,15974,15117,15410.8333333333,17663.5,1,616.965919119588,0.0196476114259295,31401.5737457715,93.6707809898696,69.6216216216216,0.10836408275559,42.3601188659668,3.25362336330751,"Urban and Built-up",14.25,101.7,0.938226342201233,13.1666666666667,36.6543198,36.6543198,0,507,1140.39920502624,100,7,47.15447154,66.66666667,47.93724469,39.66939932,64.22764228,59.3495935,c(-122.2123669, 37.7824258)
"18","Bates-Luterman Home",NA,"11/28/2023","12/05/2023",7,"","CA",51029,33.4,8.27842368947296,9306.82631730022,2520.49046695842,15974,15117,15410.8333333333,17663.5,1,616.965919119588,0.0196476114259295,31401.5737457715,93.6707809898696,69.6216216216216,0.10836408275559,42.3601188659668,3.25362336330751,"Urban and Built-up",14.25,101.7,0.938226342201233,12,31.5576352,31.5576352,0,384,1140.39920502624,100,7,47.15447154,66.66666667,47.93724469,39.66939932,64.22764228,59.3495935,c(-122.2123669, 37.7824258)
"19","Beery Home","ADH","11/22/2022","12/03/2022",11,"Annaliese and David Home","CA",190327,47.4,68.2328907048008,165.134032587485,60.1283441679575,5465,5465,5465,NA,1,269.623026584341,0.00858629025307147,31401.573745762,34.8998813446236,4.2,0.340964091937138,296.721562340146,1.07199422754048,"Urban and Built-up",13.75,133.2,0.562704712152481,6.5,3400.4955607,3400.4955607,0,875,1290.14281282517,100,8,44.71544715,12.19512195,33.62227227,33.53048262,43.08943089,12.19512195,c(-122.21029, 37.88741)
"20","Belau Home",NA,"11/30/2023","12/14/2023",14,"","CA",94696.5,36.2,40.2514884956943,5969.07664056288,2515.79918825629,15541.5333333333,15352,14905,17292,1,630.042021947761,0.0200640269512715,31401.5737457846,54.56513472745,61.1428571428571,0.111032466734609,7.65808433439673,3.07543429508528,"Urban and Built-up",14.1999998092651,103.75,0.929176568984985,12.8333333333333,52.1689875,52.1689875,0,516,561.236892201471,100,9,34.14634146,21.13821138,48.6615453,41.81316267,70.73170732,60.16260163,c(-122.2675184, 37.7744075)
"21","Belau Home",NA,"11/30/2023","12/14/2023",14,"","CA",94696.5,36.2,40.2514884956943,5969.07664056288,2515.79918825629,15541.5333333333,15352,14905,17292,1,630.042021947761,0.0200640269512715,31401.5737457846,54.56513472745,61.1428571428571,0.111032466734609,7.65808433439673,3.07543429508528,"Urban and Built-up",14.1999998092651,103.75,0.929176568984985,14.3333333333333,42.1863946,42.1863946,0,712,561.236892201471,100,9,34.14634146,21.13821138,48.6615453,41.81316267,70.73170732,60.16260163,c(-122.2675184, 37.7744075)
"22","Belgum Trail","BET","11/19/2023","12/04/2023",15,"","CA",118194,45.9,34.784889821616,235.995010178032,93.3913902837234,8436,8528,8436,NA,1,191.170794066825,0.0060879367261814,31401.5737457795,92.0189270266036,3.38235294117647,0.296297673625922,128.943599700928,1.57892556151521,"Temperate or Subpolar Needleaf Forest",14.1999998092651,132.45,0.592338383197784,10.5,2208.2724076,2208.2724076,0,966,1102.16682861699,100,10,45.52845528,69.91869919,45.74452348,25.9211051,18.69918699,53.65853659,c(-122.30955, 37.94835)
"23","Berges Home",NA,"01/28/2023","02/11/2023",14,"","CA",107888,42.6,34.5953002610966,5244.77592450753,2344.98760821664,28880.4666666667,29033,28023.1,30595.2,1,387.209563328975,0.0123308967398845,31401.5737457715,98.7093342672966,71.2972972972973,0.133948987010783,19.2090974171956,3.51998538796098,"Urban and Built-up",14.3500003814697,95.8,0.935781359672546,16.3333333333333,161.2769809,161.2769809,0,1431,2431.20375409284,100,11,61.78861789,88.61788618,56.54369788,38.28369033,59.3495935,76.42276423,c(-122.157691, 37.729005)
"24","Berges Home",NA,"01/28/2023","02/11/2023",14,"","CA",107888,42.6,34.5953002610966,5244.77592450753,2344.98760821664,28880.4666666667,29033,28023.1,30595.2,1,387.209563328975,0.0123308967398845,31401.5737457715,98.7093342672966,71.2972972972973,0.133948987010783,19.2090974171956,3.51998538796098,"Urban and Built-up",14.3500003814697,95.8,0.935781359672546,13.8333333333333,108.6911357,108.6911357,0,1273,2431.20375409284,100,11,61.78861789,88.61788618,56.54369788,38.28369033,59.3495935,76.42276423,c(-122.157691, 37.729005)
"25","Berges Studio",NA,"02/16/2023","03/03/2023",15,"","CA",65547,36.5,22.4751897256276,3519.63885538289,1271.42917367616,42079.3125,41369,41555.5833333333,43650.5,1,551.090103037349,0.017549760642533,31401.5737457834,78.4793272128783,83.3243243243243,0.0589886002714677,8.74482161658151,4.21980903181094,"Urban and Built-up",14.25,107.35,0.95480066537857,18.8333333333333,60.9580874,60.9580874,0,757,1316.9731937742,100,12,78.86178862,78.86178862,55.53451652,51.52211511,83.7398374,74.79674797,c(-122.2727, 37.816316)
"26","Blake Garden","BG","11/09/2023","11/27/2023",18,"","CA",142308,48.1,65.4827968923418,1830.88585245901,701.235675738083,3302.78947368421,3325,3641.30769230769,2569.33333333333,1,243.90008333411,0.00776712929448748,31401.5737458125,21.8745133994007,16.8648648648649,0.259210710194211,156.540392853493,1.96699007681973,"Urban and Built-up",14.1499996185303,129.9,0.843423247337341,13,112.8599598,112.8599598,0,416,782.462888361494,100,13,25.20325203,33.33333333,30.64176576,25.57915443,17.88617886,5.691056911,c(-122.28521, 37.91269)
"27","Booker T. Anderson Park","BTA","11/24/2023","12/02/2023",8,"","CA",44137.5,31.25,9.96584810538299,4866.93689739832,1788.537068031,12728.1111111111,12600,12105.5,13973.3333333333,1,470.746836415053,0.0149911861178132,31401.5737457685,43.225500589062,39,0.204312083853492,9.12460650716509,3.24232038454085,"Temperate or Subpolar Needleaf Forest",14.3500003814697,127.55,0.931463420391083,13.8333333333333,98.9222843,98.9222843,0,992,796.27405026789,100,14,79.67479675,81.30081301,56.59650758,53.31889377,90.24390244,77.23577236,c(-122.32587, 37.91948)
"28","Booker T. Anderson Park","BTA","11/24/2023","12/02/2023",8,"","CA",44137.5,31.25,9.96584810538299,4866.93689739832,1788.537068031,12728.1111111111,12600,12105.5,13973.3333333333,1,470.746836415053,0.0149911861178132,31401.5737457685,43.225500589062,39,0.204312083853492,9.12460650716509,3.24232038454085,"Temperate or Subpolar Needleaf Forest",14.3500003814697,127.55,0.931463420391083,12.3333333333333,156.6764731,156.6764731,0,1126,796.27405026789,100,14,79.67479675,81.30081301,56.59650758,53.31889377,90.24390244,77.23577236,c(-122.32587, 37.91948)
"29","Borozan Home",NA,"11/30/2023","12/14/2023",14,"Mac Home","CA",62487.6666666667,33.2666666666667,21.7392103376235,5773.04907212941,2215.13910506154,12457,12210,12879.3636363636,11295.5,1,669.926518578894,0.0213341701916706,31401.573745786,92.3476462644663,70.4594594594595,0.108911680720894,5.8948159456253,4.11850810922511,"Temperate or Subpolar Needleaf Forest",14.1499996185303,109.3,0.944469094276428,17.5,42.4347301,42.4347301,0,462,356.32067577738,100,15,83.7398374,91.05691057,60.30191483,54.50005009,91.05691057,89.43089431,c(-122.2937096, 37.8072335)
"30","Borozan Home",NA,"11/30/2023","12/14/2023",14,"Mac Home","CA",62487.6666666667,33.2666666666667,21.7392103376235,5773.04907212941,2215.13910506154,12457,12210,12879.3636363636,11295.5,1,669.926518578894,0.0213341701916706,31401.573745786,92.3476462644663,70.4594594594595,0.108911680720894,5.8948159456253,4.11850810922511,"Temperate or Subpolar Needleaf Forest",14.1499996185303,109.3,0.944469094276428,16,27.8328498,27.8328498,0,459,356.32067577738,100,15,83.7398374,91.05691057,60.30191483,54.50005009,91.05691057,89.43089431,c(-122.2937096, 37.8072335)
"31","Borozan Home",NA,"11/30/2023","12/14/2023",14,"Mac Home","CA",62487.6666666667,33.2666666666667,21.7392103376235,5773.04907212941,2215.13910506154,12457,12210,12879.3636363636,11295.5,1,669.926518578894,0.0213341701916706,31401.573745786,92.3476462644663,70.4594594594595,0.108911680720894,5.8948159456253,4.11850810922511,"Temperate or Subpolar Needleaf Forest",14.1499996185303,109.3,0.944469094276428,17.3333333333333,179.0185138,179.0185138,0,1039,356.32067577738,100,15,83.7398374,91.05691057,60.30191483,54.50005009,91.05691057,89.43089431,c(-122.2937096, 37.8072335)
"32","Briones 1 South",NA,"11/26/2023","12/11/2023",15,"","CA",179258,51.1,49.6062992125984,25.3885827431097,9.60896883885119,914.333333333333,820,914.333333333333,NA,1,NA,NA,31401.5737457743,193.882302839729,0,0.290116033855066,245.019175574893,0.500315940153953,"Temperate or Subpolar Needleaf Forest",14.1499996185303,121.8,0.394808009266853,4,17980.3370117,16534.8341347,1445.502877,977,3339.80619531761,100,16,10.56910569,8.943089431,30.66545583,21.23416899,6.504065041,6.504065041,c(-122.15976, 37.92933)
"33","Briones 2 North",NA,"11/26/2023","12/11/2023",15,"","CA",182843.5,54.2,62.1446244771306,64.4342143853149,26.3425050530934,694.333333333333,680,694.333333333333,NA,1,355.550213493171,0.0113226877216936,31401.5737457776,78.6387820861422,0.212121212121212,0.278897062790247,292.679885137649,0.559207457982145,"Urban and Built-up",14.25,120.6,0.406720757484436,4.83333333333333,5344.0188508,5344.0188508,0,955,3339.80619531761,100,17,8.943089431,0.81300813,22.27927363,20.4381594,3.25203252,0.81300813,c(-122.13504, 37.95218)
"34","Briones 2 North",NA,"11/26/2023","12/11/2023",15,"","CA",182843.5,54.2,62.1446244771306,64.4342143853149,26.3425050530934,694.333333333333,680,694.333333333333,NA,1,355.550213493171,0.0113226877216936,31401.5737457776,78.6387820861422,0.212121212121212,0.278897062790247,292.679885137649,0.559207457982145,"Urban and Built-up",14.25,120.6,0.406720757484436,4,17980.3370117,16534.8341347,1445.502877,977,3339.80619531761,100,17,8.943089431,0.81300813,22.27927363,20.4381594,3.25203252,0.81300813,c(-122.13504, 37.95218)
"35","Bushrod Community Garden",NA,"01/28/2023","02/11/2023",14,"","CA",118896.666666667,38.4666666666667,49.586957301584,6603.214705853,2744.01453207536,20259.8666666667,20253,21019.6,18740.4,1,471.67363416244,0.015020700490394,31401.5737457839,72.8782691472291,45.6875,0.201201029884497,37.7329091072083,3.34474330480045,"Urban and Built-up",14.25,112.1,0.942417800426483,17.1666666666667,89.6291004,89.6291004,0,1173,954.712446281547,100,18,66.66666667,73.17073171,54.72614651,38.86508836,62.60162602,71.54471545,c(-122.264365, 37.845006)
"36","Bushrod Community Garden",NA,"01/28/2023","02/11/2023",14,"","CA",118896.666666667,38.4666666666667,49.586957301584,6603.214705853,2744.01453207536,20259.8666666667,20253,21019.6,18740.4,1,471.67363416244,0.015020700490394,31401.5737457839,72.8782691472291,45.6875,0.201201029884497,37.7329091072083,3.34474330480045,"Urban and Built-up",14.25,112.1,0.942417800426483,14.1666666666667,33.5509909,33.5509909,0,481,954.712446281547,100,18,66.66666667,73.17073171,54.72614651,38.86508836,62.60162602,71.54471545,c(-122.264365, 37.845006)
"37","Bushrod Community Garden",NA,"01/28/2023","02/11/2023",14,"","CA",118896.666666667,38.4666666666667,49.586957301584,6603.214705853,2744.01453207536,20259.8666666667,20253,21019.6,18740.4,1,471.67363416244,0.015020700490394,31401.5737457839,72.8782691472291,45.6875,0.201201029884497,37.7329091072083,3.34474330480045,"Urban and Built-up",14.25,112.1,0.942417800426483,16.1666666666667,41.1641419,41.1641419,0,602,954.712446281547,100,18,66.66666667,73.17073171,54.72614651,38.86508836,62.60162602,71.54471545,c(-122.264365, 37.845006)
"38","Butterfly Hill","BH","11/09/2023","11/18/2023",9,"IOR","CA",118194,45.9,34.784889821616,235.995010178032,93.3913902837234,5513.1,5462.5,4885.85714285714,6976.66666666667,1,32.0759858348044,0.00102147701559478,31401.573745766,69.5622954899454,3.4,0.281474084760399,110.194408763539,2.02981310111777,"Temperate or Subpolar Needleaf Forest",14.4000000953674,132.1,0.740581929683685,10.5,2208.2724076,2208.2724076,0,966,1231.39422652807,100,19,46.34146341,71.54471545,40.83739628,27.02265329,20.32520325,44.71544715,c(-122.30917, 37.95944)
"39","Carlen Home",NA,"12/09/2023","12/24/2023",15,"IOR, pilot+","CA",130735,39.5,71.6302952503209,5638.3570881092,2753.44640183571,28038.1875,27807.5,28220.2,27734.8333333333,1,477.785777654608,0.015215344986297,31401.5737457746,51.2101918462002,54.9444444444444,0.162537740560731,60.7170235770089,3.36163377454793,"Temperate or Subpolar Needleaf Forest",14.25,114.1,0.924059152603149,17.8333333333333,65.9393763,65.9393763,0,803,1062.00011128614,100,20,57.72357724,41.46341463,38.15928234,33.50156958,42.27642276,38.21138211,c(-122.254023, 37.849935)
"40","Carquinez",NA,"11/26/2023","12/03/2023",7,"","CA",81771,51.7,63.3443163097199,88.9139049775266,36.9120388810098,1032.75,966.5,1035.2,1028.66666666667,1,247.357587934187,0.00787723538753343,31401.5737457403,25.4402913499019,0,0.307798115923853,90.5317139258752,1.24490826311729,"Temperate or Subpolar Needleaf Forest",14.8000001907349,115.625,0.550654157996178,8.66666666666667,3198.2180181,2729.9071793,468.3108388,609,7202.1564976216,100,21,60.97560976,56.09756098,37.13741402,37.00091344,56.09756098,32.5203252,c(-122.15025, 38.01594)
"41","Chabot Space Center","CSC","11/06/2023","11/20/2023",14,"","CA",152569.5,47.5,67.690040202135,359.304816123691,142.582693491423,9946.33333333333,9937,9946.33333333333,NA,1,180.86546576536,0.00575975800543153,31401.5737457722,38.9158988851593,12.8055555555556,0.310022792989208,452.972731817336,1.53142782719876,"Urban and Built-up",13.4499998092651,121.05,0.580992966890335,8.83333333333333,787.4103426,787.4103426,0,705,1265.29604530478,100,22,3.25203252,1.62601626,24.24942461,21.02200429,5.691056911,1.62601626,c(-122.18259, 37.81925)
"42","Chabot Space Center","CSC","11/06/2023","11/20/2023",14,"","CA",152569.5,47.5,67.690040202135,359.304816123691,142.582693491423,9946.33333333333,9937,9946.33333333333,NA,1,180.86546576536,0.00575975800543153,31401.5737457722,38.9158988851593,12.8055555555556,0.310022792989208,452.972731817336,1.53142782719876,"Urban and Built-up",13.4499998092651,121.05,0.580992966890335,7.83333333333333,3409.6936111,3409.6936111,0,1153,1265.29604530478,100,22,3.25203252,1.62601626,24.24942461,21.02200429,5.691056911,1.62601626,c(-122.18259, 37.81925)
"43","Chen Home","TCH","11/22/2022","12/03/2022",11,"Retired from UWIN","CA",137207,42,51.3989512018792,4116.37811300912,1655.65158811501,17674.25,18079,18311.8888888889,15761.3333333333,1,695.726566165412,0.0221557865792985,31401.5737457713,69.3929078598049,31.5625,0.217015978557491,19.6390609741211,3.50636600329219,"Urban and Built-up",14.25,105.75,0.934572577476501,16.3333333333333,93.4240622,93.4240622,0,698,879.798578668583,100,23,64.22764228,67.4796748,47.54911336,37.72895737,56.91056911,56.91056911,c(-122.239443, 37.808212)
"44","Chen Home","TCH","11/22/2022","12/03/2022",11,"Retired from UWIN","CA",137207,42,51.3989512018792,4116.37811300912,1655.65158811501,17674.25,18079,18311.8888888889,15761.3333333333,1,695.726566165412,0.0221557865792985,31401.5737457713,69.3929078598049,31.5625,0.217015978557491,19.6390609741211,3.50636600329219,"Urban and Built-up",14.25,105.75,0.934572577476501,14.3333333333333,69.8092094,69.8092094,0,429,879.798578668583,100,23,64.22764228,67.4796748,47.54911336,37.72895737,56.91056911,56.91056911,c(-122.239443, 37.808212)
"45","Chen Home","TCH","11/22/2022","12/03/2022",11,"Retired from UWIN","CA",137207,42,51.3989512018792,4116.37811300912,1655.65158811501,17674.25,18079,18311.8888888889,15761.3333333333,1,695.726566165412,0.0221557865792985,31401.5737457713,69.3929078598049,31.5625,0.217015978557491,19.6390609741211,3.50636600329219,"Urban and Built-up",14.25,105.75,0.934572577476501,13.8333333333333,80.7799552,80.7799552,0,741,879.798578668583,100,23,64.22764228,67.4796748,47.54911336,37.72895737,56.91056911,56.91056911,c(-122.239443, 37.808212)
"46","Claremont-Clark Kerr Track","CCK","11/07/2023","11/22/2023",15,"","CA",214500,35.55,60.5984407695257,3173.10434457576,749.181493827295,35702.3125,36387.5,33618.6666666667,41953.25,1,138.137471673368,0.00439906205948647,31401.5737458121,98.4033465600143,6.25714285714286,0.273288423066387,143.070354195528,2.7732382759229,"Urban and Built-up",14.1499996185303,120.2,0.814394474029541,10.1666666666667,1703.5911669,1703.5911669,0,1432,1067.81269559317,100,NA,NA,NA,NA,NA,NA,NA,c(-122.24519, 37.86408)
"47","Claremont-Clark Kerr Track","CCK","11/07/2023","11/22/2023",15,"","CA",214500,35.55,60.5984407695257,3173.10434457576,749.181493827295,35702.3125,36387.5,33618.6666666667,41953.25,1,138.137471673368,0.00439906205948647,31401.5737458121,98.4033465600143,6.25714285714286,0.273288423066387,143.070354195528,2.7732382759229,"Urban and Built-up",14.1499996185303,120.2,0.814394474029541,15,75.6501592,75.6501592,0,486,1067.81269559317,100,NA,NA,NA,NA,NA,NA,NA,c(-122.24519, 37.86408)
"48","Cleary Home",NA,"01/26/2023","02/01/2023",6,"","CA",250001,49.4,52.7374301675978,930.972124523751,366.56719052525,8054,8054,8054,NA,1,197.730012824725,0.00629681857430162,31401.5737457792,50.32963978415,23.9166666666667,0.26085968539672,374.581914390006,1.75123324051032,"Urban and Built-up",13.6499996185303,125.8,0.625804424285889,9.5,544.445314,544.445314,0,1161,507.998215745077,100,25,26.01626016,15.44715447,34.01873279,26.59387214,19.51219512,16.2601626,c(-122.212138, 37.853646)
"49","Corica Park Golf Course","CGCN","02/21/2023","02/24/2023",3,"","CA",137207,48.45,35.3173786609743,2015.02420218158,736.942231907386,2894.75,2850.5,2894.75,NA,1,1179.10222704761,0.0375491444025721,31401.5737457613,42.3856252290108,40.1351351351351,0.200052890714516,2.57363152503967,2.46016888503106,"Temperate or Subpolar Needleaf Forest",14.25,100.5,0.759837180376053,15.5,193.0001731,160.7155697,32.2846034,975,1373.73094376958,100,26,16.2601626,72.35772358,61.08829774,36.25024251,52.03252033,96.74796748,c(-122.23578, 37.74646)
